3033, 208, 39.10, 4.86, 31.28, 0.20, 76.40
3035, 209, 38.40, 2.42, 19.74, 0.14, 76.30
3042, 272, 39.50, 7.44, 39.96, 0.21, 76.00
3045, 118, 39.40, 0.65, 9.65, 0.08, 75.70
3048, 180, 39.70, 3.06, 23.58, 0.17, 74.80
3049, 125, 41.10, 0.56, 8.38, 0.08, 75.10
3051, 20, 40.10, 0.00, 0.00, 0.01, 70.90
3052, 281, 39.30, 8.12, 42.65, 0.23, 75.00
3055, 19, 38.40, 0.30, 4.23, 0.08, 74.80
3056, 251, 39.20, 6.02, 35.21, 0.21, 72.60
3057, 287, 38.20, 7.57, 40.00, 0.23, 76.40
3058, 325, 38.60, 12.59, 55.15, 0.28, 74.80
3059, 335, 37.90, 13.30, 56.56, 0.27, 76.70
3060, 335, 39.20, 13.88, 57.98, 0.33, 75.10
3061, 334, 38.20, 13.81, 57.53, 0.29, 73.90
3062, 335, 39.20, 12.72, 54.13, 0.31, 76.40
3063, 319, 37.80, 9.71, 45.30, 0.28, 77.30
3065, 301, 38.00, 8.16, 40.75, 0.24, 80.30
3066, 317, 40.70, 9.32, 44.12, 0.24, 78.40
3067, 306, 39.50, 8.84, 42.86, 0.24, 80.30
3068, 320, 39.10, 12.98, 55.23, 0.26, 78.50
3069, 325, 39.20, 11.13, 49.56, 0.29, 78.10
3070, 280, 39.10, 5.90, 32.91, 0.19, 82.60
3071, 275, 38.10, 5.84, 32.98, 0.19, 81.40
3072, 305, 39.20, 10.22, 47.26, 0.26, 78.10
3073, 278, 39.30, 6.49, 35.34, 0.19, 81.60
3074, 315, 38.60, 10.65, 48.58, 0.27, 77.70
3075, 324, 40.40, 11.62, 51.00, 0.25, 76.80
3076, 316, 38.70, 10.16, 46.83, 0.27, 78.40
3077, 289, 40.30, 6.43, 34.69, 0.21, 80.20
3078, 275, 39.00, 6.11, 34.06, 0.21, 80.90
3079, 283, 40.80, 7.02, 37.30, 0.22, 80.50
3080, 301, 39.00, 8.96, 43.36, 0.24, 79.60
3081, 281, 39.60, 6.29, 34.52, 0.21, 81.20
3082, 276, 39.20, 6.07, 33.86, 0.20, 82.10
3083, 274, 39.30, 5.86, 33.16, 0.21, 81.90
3085, 293, 38.00, 8.27, 41.19, 0.23, 80.80
3086, 305, 39.10, 9.95, 46.49, 0.24, 78.10
3087, 316, 39.70, 9.94, 46.12, 0.26, 78.00
3088, 310, 38.70, 9.56, 45.01, 0.25, 79.50
3089, 305, 39.40, 9.55, 45.16, 0.27, 79.00
3090, 300, 39.10, 7.69, 38.93, 0.23, 81.00
3093, 115, 39.50, 0.64, 9.53, 0.08, 81.20
3094, 301, 39.10, 9.51, 45.66, 0.24, 80.50
3095, 288, 40.50, 7.67, 39.64, 0.22, 79.80
3097, 106, 41.20, 0.58, 8.66, 0.08, 81.90
3099, 19, 39.70, 0.31, 4.48, 0.08, 80.00
3100, 258, 40.20, 6.14, 35.02, 0.22, 77.10
3101, 305, 40.10, 10.26, 48.05, 0.26, 79.00
3102, 279, 39.10, 6.56, 35.92, 0.21, 79.90
3103, 287, 39.30, 7.57, 39.37, 0.23, 81.10
3104, 257, 38.90, 4.97, 30.24, 0.20, 82.10
3106, 262, 39.30, 5.27, 31.42, 0.20, 82.80
3107, 265, 39.80, 4.98, 30.04, 0.20, 81.40
3108, 297, 40.60, 9.00, 43.99, 0.22, 78.40
3109, 264, 39.20, 6.26, 34.93, 0.19, 82.20
3110, 270, 39.00, 5.37, 31.43, 0.20, 82.00
3111, 252, 38.10, 4.94, 30.55, 0.20, 81.40
3112, 272, 38.80, 6.18, 34.58, 0.19, 81.40
3113, 261, 38.20, 5.09, 30.66, 0.19, 82.80
3114, 263, 41.00, 5.37, 31.73, 0.20, 82.60
3128, 230, 40.00, 5.84, 35.17, 0.17, 77.00
3130, 317, 39.00, 12.12, 54.31, 0.28, 78.40
3131, 315, 39.20, 10.44, 48.68, 0.26, 78.80
3132, 297, 39.00, 7.53, 39.07, 0.22, 80.70
3133, 287, 39.40, 7.30, 38.75, 0.24, 80.70
3134, 328, 40.50, 11.15, 50.09, 0.24, 78.90
3135, 327, 38.90, 10.67, 48.47, 0.27, 78.50
3168, 9, 40.10, 2.63, 35.30, 0.11, 75.60
3170, 211, 38.60, 3.03, 23.53, 0.16, 74.80
3171, 313, 40.70, 12.47, 56.23, 0.29, 75.50
3172, 317, 38.60, 11.91, 53.90, 0.22, 77.50
3761, 241, 40.40, 5.99, 38.24, 0.13, 48.90
3763, 243, 39.20, 5.74, 36.20, 0.14, 50.80
3764, 261, 39.40, 10.15, 57.16, 0.23, 50.40
3765, 289, 38.40, 10.82, 56.71, 0.27, 51.10
3767, 303, 39.30, 11.57, 57.02, 0.26, 51.70
3768, 318, 39.50, 11.90, 56.78, 0.21, 52.40
3769, 327, 38.40, 12.36, 56.94, 0.25, 53.30
3770, 329, 38.40, 12.52, 56.99, 0.29, 54.10
3771, 341, 39.10, 12.76, 56.85, 0.28, 54.90
3772, 340, 38.80, 13.00, 57.14, 0.27, 55.30
3773, 334, 39.00, 12.89, 57.11, 0.28, 55.80
3774, 337, 39.90, 12.99, 57.03, 0.25, 55.50
3775, 338, 39.40, 13.09, 57.19, 0.30, 56.70
3776, 343, 38.60, 13.34, 57.17, 0.29, 56.40
3778, 219, 40.10, 2.16, 18.22, 0.15, 56.50
3779, 328, 38.30, 12.78, 57.00, 0.28, 56.80
3780, 328, 38.20, 12.94, 56.98, 0.26, 56.80
3781, 341, 38.30, 13.19, 56.85, 0.28, 56.60
3782, 339, 38.30, 13.35, 57.19, 0.29, 57.30
3783, 334, 38.40, 13.22, 57.01, 0.29, 58.60
3784, 338, 37.90, 13.36, 57.08, 0.24, 58.90
3785, 348, 38.10, 13.52, 56.85, 0.27, 59.50
3787, 336, 38.40, 13.30, 57.02, 0.32, 58.90
3788, 338, 39.10, 13.43, 56.92, 0.33, 60.10
3789, 347, 38.80, 13.66, 56.82, 0.26, 60.10
3790, 340, 38.70, 13.63, 57.10, 0.30, 60.10
3791, 344, 38.60, 13.68, 56.98, 0.31, 60.10
3792, 340, 37.80, 13.61, 56.84, 0.32, 60.90
3793, 342, 37.80, 13.69, 56.86, 0.25, 60.60
3794, 346, 39.40, 13.92, 57.13, 0.28, 61.40
3795, 350, 38.10, 13.87, 56.79, 0.29, 62.90
3797, 87, 38.70, 0.64, 9.55, 0.08, 62.80
3799, 238, 40.00, 4.93, 30.01, 0.14, 61.90
3800, 329, 39.90, 13.35, 56.97, 0.29, 61.60
3801, 334, 38.40, 13.53, 56.99, 0.25, 60.60
3802, 339, 39.50, 13.62, 56.87, 0.31, 61.40
3803, 339, 37.90, 13.72, 57.01, 0.30, 62.70
3804, 344, 38.20, 13.90, 57.05, 0.28, 62.90
3805, 342, 38.00, 13.86, 57.09, 0.30, 63.00
3806, 339, 37.80, 13.80, 56.98, 0.32, 63.50
3808, 331, 37.90, 13.68, 56.99, 0.26, 63.80
3809, 341, 39.50, 13.85, 56.86, 0.29, 63.50
3810, 332, 38.70, 13.71, 57.01, 0.26, 65.30
3811, 334, 39.50, 13.81, 56.96, 0.31, 64.20
3812, 335, 38.80, 13.85, 57.07, 0.29, 65.50
3813, 340, 39.40, 13.98, 57.03, 0.30, 64.00
3814, 337, 37.90, 13.87, 56.85, 0.30, 65.40
3815, 339, 37.80, 13.98, 56.97, 0.27, 66.70
3818, 204, 40.20, 2.76, 21.43, 0.16, 65.70
3819, 331, 38.60, 13.75, 57.01, 0.29, 65.10
3820, 337, 39.60, 13.90, 56.98, 0.30, 65.50
3821, 336, 39.40, 13.92, 57.02, 0.30, 66.30
3822, 341, 38.70, 14.07, 57.12, 0.28, 66.10
3823, 339, 38.10, 14.01, 56.96, 0.32, 66.40
3824, 340, 38.30, 14.06, 57.07, 0.30, 67.70
3825, 343, 38.40, 14.15, 57.15, 0.29, 68.00
3826, 340, 38.70, 14.12, 57.10, 0.28, 68.00
3828, 335, 38.10, 14.05, 57.15, 0.28, 68.60
3834, 181, 38.50, 2.86, 22.10, 0.17, 65.30
3835, 332, 38.60, 13.71, 57.01, 0.31, 65.70
3838, 0, 40.00, 0.00, 0.00, 0.00, 64.00
3839, 236, 39.20, 4.78, 29.91, 0.20, 65.80
3840, 336, 38.10, 13.69, 56.99, 0.32, 64.60
3841, 338, 38.20, 13.78, 56.96, 0.29, 64.70
3842, 340, 39.60, 13.84, 56.84, 0.29, 65.90
3843, 342, 39.30, 13.94, 56.83, 0.28, 65.60
18391, -5, 40.20, 2.61, 38.65, 0.08, 36.80
71322, 8, 39.00, 6.28, 59.03, 0.10, 27.60
71324, 156, 40.50, 0.15, 2.50, 0.08, 28.50
11, 140, 40.60, 0.46, 7.42, 0.08, 25.50
12, 546, 40.50, 0.52, 2.32, 0.26, 25.80
15, 534, 40.00, 0.52, 2.40, 0.26, 26.20
